"","parent","cluster","depth","cellID"
"290",8,6,9,290
"291",8,6,10,291
"292",8,6,8,292
"293",8,6,11,293
"294",8,6,12,294
"295",8,6,12,295
"296",8,6,11,296
"297",8,6,12,297
"298",8,6,12,298
"299",8,6,12,299
"300",8,6,12,300
"301",8,6,12,301
"302",8,6,12,302
"303",8,6,8,303
"304",8,6,9,304
"305",7,8,2,305
"306",8,2,8,306
"307",8,4,10,307
"308",8,4,10,308
"309",8,4,12,309
"310",8,4,12,310
"311",8,4,10,311
"312",8,4,10,312
"313",8,6,12,313
"314",8,6,5,314
"315",8,1,4,315
"316",7,8,2,316
"317",8,2,7,317
"318",8,2,7,318
"319",8,2,7,319
"320",8,2,7,320
"321",8,5,11,321
"322",8,5,8,322
"323",7,8,0,323
"324",8,5,5,324
"325",7,8,0,325
"326",8,3,5,326
"327",8,2,8,327
"328",8,2,9,328
"329",8,4,12,329
"330",8,4,11,330
"331",8,4,5,331
"332",8,4,11,332
"333",8,4,10,333
"334",8,4,12,334
"335",8,4,7,335
"336",8,4,6,336
"337",7,8,3,337
"338",7,8,3,338
"339",8,4,12,339
"340",8,4,6,340
"341",8,1,11,341
"342",8,1,5,342
"343",7,8,1,343
"344",7,8,0,344
"345",8,3,9,345
"346",8,3,12,346
"347",8,3,9,347
"348",8,3,12,348
"349",8,3,8,349
"350",8,3,8,350
"351",8,3,11,351
"352",8,3,6,352
"353",8,3,12,353
"354",8,3,12,354
"355",8,3,12,355
"356",8,3,12,356
"357",8,3,12,357
"358",8,3,12,358
"359",8,3,12,359
"360",8,3,12,360
"361",8,3,11,361
"362",8,3,7,362
"363",8,3,12,363
"364",8,3,7,364
"365",8,3,12,365
"366",8,3,12,366
"367",8,3,12,367
"368",8,3,12,368
"369",8,6,7,369
"370",7,8,0,370
"371",7,8,2,371
"372",7,8,0,372
"373",8,6,12,373
"374",8,6,12,374
"375",8,6,11,375
"376",8,6,6,376
"377",8,5,9,377
"378",8,5,7,378
"379",8,5,12,379
"380",8,5,12,380
"381",8,1,11,381
"382",8,1,12,382
"383",8,4,9,383
"384",7,8,3,384
"385",8,4,12,385
"386",8,4,12,386
"387",8,4,12,387
"388",8,4,12,388
"389",8,4,12,389
"390",8,4,12,390
"391",8,4,12,391
"392",8,4,12,392
"393",8,4,12,393
"394",8,4,12,394
"395",8,4,12,395
"396",8,4,12,396
"397",8,4,12,397
"398",8,4,12,398
"399",8,4,12,399
"400",8,4,12,400
"401",8,4,11,401
"402",8,4,12,402
"403",8,4,11,403
"404",8,4,5,404
"405",8,4,12,405
"406",8,4,12,406
"407",8,4,12,407
"408",8,4,12,408
"409",8,4,12,409
"410",8,4,12,410
"411",8,4,12,411
"412",8,4,12,412
"413",8,4,12,413
"414",8,4,12,414
"415",8,4,12,415
"416",8,4,12,416
"417",8,4,12,417
"418",8,4,12,418
"419",8,4,12,419
"420",8,4,12,420
"421",8,4,12,421
"422",8,4,12,422
"423",8,4,12,423
"424",8,4,12,424
"425",8,4,9,425
"426",8,4,12,426
"427",8,4,12,427
"428",8,4,10,428
"429",8,4,12,429
"430",8,4,12,430
"431",8,4,12,431
"432",8,4,12,432
"433",8,4,8,433
"434",8,4,12,434
"435",8,4,6,435
"436",8,4,7,436
"437",8,4,8,437
"438",8,4,4,438
"439",8,4,6,439
"440",8,4,12,440
"441",8,4,11,441
"442",8,4,11,442
"443",8,4,4,443
"444",8,4,11,444
"445",8,4,11,445
"446",8,4,12,446
"447",8,4,12,447
"448",8,4,12,448
"449",8,3,12,449
"450",8,3,9,450
"451",8,3,12,451
"452",8,3,9,452
"453",8,1,8,453
"454",8,1,11,454
"455",8,3,9,455
"456",7,8,2,456
"457",7,8,2,457
"458",7,8,2,458
"459",8,6,8,459
"460",7,8,2,460
"461",8,5,8,461
"462",8,5,11,462
"463",8,5,6,463
"464",8,5,7,464
"465",7,8,2,465
"466",8,1,10,466
"467",8,2,5,467
"468",8,2,4,468
"469",8,5,5,469
"470",8,5,7,470
"471",7,8,2,471
"472",8,4,9,472
"473",7,8,2,473
"474",8,2,7,474
"475",8,6,4,475
"476",7,8,2,476
"477",8,4,6,477
"478",8,4,6,478
"479",8,4,6,479
"480",8,4,10,480
"481",8,1,12,481
"482",8,1,12,482
"483",8,1,12,483
"484",8,1,12,484
"485",8,1,12,485
"486",8,1,12,486
"487",8,1,12,487
"488",8,1,12,488
"489",8,1,10,489
"490",8,1,12,490
"491",8,1,12,491
"492",8,1,12,492
"493",8,1,10,493
"494",8,1,12,494
"495",8,1,10,495
"496",8,1,12,496
"497",8,1,12,497
"498",8,1,12,498
"499",8,1,12,499
"500",8,1,12,500
"501",8,1,12,501
"502",8,1,12,502
"503",8,1,12,503
"504",8,1,12,504
"505",8,1,12,505
"506",8,1,12,506
"507",8,1,12,507
"508",8,1,12,508
"509",8,1,12,509
"510",8,1,12,510
"511",8,1,12,511
"512",8,1,12,512
"513",8,2,12,513
"514",8,2,12,514
"515",8,2,12,515
"516",8,2,12,516
"517",8,2,12,517
"518",8,2,12,518
"519",8,2,12,519
"520",8,2,12,520
"521",8,2,12,521
"522",8,2,12,522
"523",8,2,12,523
"524",8,2,12,524
"525",8,2,12,525
"526",8,2,12,526
"527",8,2,12,527
"528",8,2,12,528
"529",8,2,12,529
"530",8,2,12,530
"531",8,2,12,531
"532",8,2,12,532
"533",8,2,12,533
"534",8,2,12,534
"535",8,2,12,535
"536",8,2,12,536
"537",8,2,12,537
"538",8,2,12,538
"539",8,2,12,539
"540",8,2,11,540
"541",8,2,12,541
"542",8,2,12,542
"543",8,2,12,543
"544",8,2,12,544
"545",8,2,12,545
"546",8,2,12,546
"547",8,2,12,547
"548",8,2,12,548
"549",8,2,5,549
"550",8,2,10,550
"551",8,2,5,551
"552",8,2,8,552
"553",8,2,8,553
"554",8,2,10,554
"555",8,2,5,555
"556",8,2,9,556
"557",8,2,11,557
"558",8,2,12,558
"559",8,2,12,559
"560",8,2,12,560
"561",8,2,12,561
"562",8,2,12,562
"563",8,2,12,563
"564",8,2,12,564
"565",8,2,12,565
"566",8,2,12,566
"567",8,2,12,567
"568",8,2,12,568
"569",8,2,12,569
"570",8,2,10,570
"571",8,2,12,571
"572",8,2,12,572
"573",8,2,12,573
"574",8,2,12,574
"575",8,2,12,575
"576",8,2,12,576
"577",8,2,12,577
"578",8,2,12,578
"579",8,2,12,579
"580",8,2,12,580
"581",8,2,12,581
"582",8,2,12,582
"583",8,2,12,583
"584",8,2,12,584
"585",8,2,12,585
"586",8,2,12,586
"587",8,2,12,587
"588",8,2,12,588
"589",8,2,12,589
"590",8,2,12,590
"591",8,2,12,591
"592",8,2,12,592
"593",8,2,12,593
"594",8,2,12,594
"595",8,2,12,595
"596",8,2,12,596
"597",8,2,12,597
"598",8,2,12,598
"599",8,2,12,599
"600",8,2,12,600
"601",8,2,12,601
"602",8,2,12,602
"603",8,2,12,603
"604",8,2,12,604
"605",8,2,12,605
"606",8,2,12,606
"607",8,2,12,607
"608",8,2,12,608
"609",8,2,12,609
"610",8,2,12,610
"611",8,2,12,611
"612",8,2,12,612
"613",8,2,12,613
"614",8,2,12,614
"615",8,2,12,615
"616",8,2,12,616
"617",8,2,12,617
"618",8,2,12,618
"619",8,2,12,619
"620",8,2,12,620
"621",8,2,12,621
"622",8,2,11,622
"623",8,2,11,623
"624",8,2,11,624
"625",8,2,12,625
"626",8,2,12,626
"627",8,2,12,627
"628",8,2,12,628
"629",8,2,12,629
"630",8,2,12,630
"631",8,2,12,631
"632",8,2,12,632
"633",8,2,12,633
"634",8,2,12,634
"635",8,2,12,635
"636",8,2,12,636
"637",8,2,12,637
"638",8,2,12,638
"639",8,2,12,639
"640",8,2,12,640
"641",8,2,9,641
"642",8,2,10,642
"643",8,2,6,643
"644",8,2,12,644
"645",8,2,12,645
"646",8,2,12,646
"647",8,2,12,647
"648",8,2,12,648
"649",8,2,12,649
"650",8,2,12,650
"651",8,2,12,651
"652",8,2,12,652
"653",8,2,10,653
"654",8,2,10,654
"655",8,2,12,655
"656",8,2,12,656
"657",8,2,12,657
"658",8,2,7,658
"659",8,2,12,659
"660",8,2,12,660
"661",8,2,11,661
"662",8,2,9,662
"663",8,2,12,663
"664",8,2,12,664
"665",8,2,6,665
"666",8,2,6,666
"667",8,2,6,667
"668",8,2,6,668
"669",8,2,12,669
"670",8,2,11,670
"671",8,2,6,671
"672",8,2,12,672
"673",8,2,12,673
"674",8,2,12,674
"675",8,2,12,675
"676",8,2,12,676
"677",8,2,12,677
"678",8,2,12,678
"679",8,2,12,679
"680",8,2,12,680
"681",8,2,12,681
"682",8,2,12,682
"683",8,2,12,683
"684",8,2,12,684
"685",8,2,12,685
"686",8,2,12,686
"687",8,2,12,687
"688",8,2,12,688
"689",8,2,12,689
"690",8,2,12,690
"691",8,2,12,691
"692",8,2,12,692
"693",8,2,12,693
"694",8,2,12,694
"695",8,2,12,695
"696",8,2,12,696
"697",8,2,12,697
"698",8,2,12,698
"699",8,2,12,699
"700",8,2,12,700
"701",8,2,12,701
"702",8,2,8,702
"703",8,2,6,703
"704",8,2,6,704
"705",8,3,12,705
"706",8,3,12,706
"707",8,3,12,707
"708",8,3,12,708
"709",8,3,12,709
