V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16
cell_143	2	2	0	5	4	0	0	0	0	0	5	0	0	0	0	0
cell_1749	0	0	0	0	0	5	2	0	2	0	2	2	2	2	0	0
cell_188	0	2	0	5	0	0	2	0	24	0	0	0	0	0	0	0
cell_1039	2	0	0	0	2	2	0	0	2	0	2	0	2	2	19	2
cell_1528	0	3	2	0	0	0	0	0	2	0	0	0	2	2	0	0
cell_595	0	5	0	5	0	0	0	0	3	0	0	0	0	0	0	0
cell_1442	0	0	0	4	0	0	0	2	2	2	0	3	2	2	0	0
cell_869	2	0	0	5	0	3	2	4	2	0	0	0	0	6	0	3
cell_34	0	2	0	5	2	21	22	2	0	0	0	0	2	2	0	0
cell_1905	2	0	57	0	0	0	0	0	0	0	0	0	2	2	0	2
cell_1548	2	0	0	0	0	0	2	0	2	0	2	0	2	2	0	0
cell_150	2	2	0	5	3	0	0	0	0	0	0	0	0	0	2	5
cell_1894	2	0	57	0	5	0	0	0	0	0	0	0	2	2	0	2
cell_929	0	0	0	5	0	2	2	0	15	0	0	2	0	14	0	0
cell_970	0	0	0	5	0	3	2	0	15	5	0	5	20	0	0	0
cell_899	2	0	0	5	2	2	2	2	15	0	0	0	3	0	0	0
cell_1137	0	0	0	0	0	0	0	0	0	5	0	0	2	2	0	2
cell_1235	2	2	3	2	0	0	5	0	0	0	0	0	2	2	0	0
cell_1477	0	0	0	0	5	0	2	0	2	2	0	0	2	2	0	0
cell_1245	2	2	3	0	0	0	5	3	0	0	0	0	2	2	0	0
cell_903	0	0	0	5	0	2	2	0	15	0	0	0	3	0	0	0
cell_1244	2	2	0	0	0	5	5	3	0	49	0	0	2	2	0	0
cell_160	2	2	0	5	3	0	0	0	0	0	0	0	0	0	2	0
cell_1700	3	0	0	12	0	0	2	0	0	0	0	2	2	2	2	59
cell_1934	2	0	0	14	0	0	0	0	3	2	0	0	2	2	2	0
cell_1658	0	0	2	5	4	0	2	0	0	0	2	0	2	2	2	3
cell_1455	0	0	0	4	2	0	0	2	2	3	0	3	2	2	0	0
cell_192	0	2	0	5	0	0	2	0	0	0	0	0	0	0	0	0
cell_785	2	0	0	5	0	0	2	8	0	0	2	0	0	6	2	0
cell_1095	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	2
cell_1038	0	0	0	0	2	0	0	0	2	0	0	0	2	2	19	2
cell_763	0	0	0	5	0	0	0	2	0	2	0	0	2	0	4	0
cell_643	0	0	0	5	0	0	8	0	2	0	0	0	0	2	0	0
cell_1157	0	0	12	3	3	0	0	0	3	0	0	0	2	2	0	21
cell_1948	2	0	5	0	0	3	2	4	0	0	0	2	2	2	6	0
cell_1993	2	0	0	0	0	0	3	0	0	0	0	0	2	2	0	0
cell_294	28	2	0	5	0	2	2	2	0	5	2	2	0	0	0	2
cell_931	0	0	0	5	0	0	2	0	15	0	0	2	0	14	0	0
cell_1097	0	2	0	0	0	0	0	0	0	0	5	0	2	2	0	2
cell_1360	10	0	2	0	0	0	0	0	2	2	3	2	2	2	0	19
cell_1173	3	0	12	0	3	0	0	0	0	0	0	0	2	2	5	21
cell_1637	0	6	0	2	0	0	2	0	0	2	2	0	2	2	0	0
cell_140	2	2	0	5	4	0	0	0	0	0	5	0	0	5	0	0
cell_1865	2	3	57	0	2	0	0	0	3	3	0	0	2	2	3	2
cell_1146	0	0	9	0	0	0	0	5	0	5	0	2	2	2	0	2
cell_1991	2	0	3	0	0	0	3	0	0	0	0	0	2	2	0	0
cell_1800	2	0	57	3	0	0	0	0	0	0	2	0	2	2	0	2
cell_1492	0	2	0	3	0	0	0	0	2	2	0	5	2	2	0	0
cell_1017	0	0	0	5	0	4	2	0	15	0	0	0	0	0	0	0
cell_1982	2	0	0	0	0	0	0	0	0	0	2	4	2	2	0	0
cell_713	0	0	0	5	5	0	0	0	0	0	0	0	0	0	4	0
cell_1626	0	0	0	0	0	0	2	0	0	2	0	11	2	2	0	5
cell_298	28	2	0	5	0	2	0	0	0	5	2	3	2	21	0	0
cell_1371	0	0	2	0	0	0	4	0	2	0	0	2	2	2	0	0
cell_46	0	2	0	5	2	21	0	0	2	8	0	0	2	2	0	0
cell_993	0	2	0	5	0	0	2	2	15	0	0	0	0	0	0	0
cell_908	2	0	2	5	0	13	2	0	15	0	5	0	3	0	0	0
cell_542	2	0	0	5	0	2	2	0	0	0	0	0	2	0	5	0
cell_433	28	2	0	5	0	2	0	0	2	0	0	0	0	0	0	0
cell_838	2	2	0	5	2	0	2	0	2	0	0	0	0	6	0	0
cell_897	0	0	0	5	0	2	2	0	15	0	0	0	3	0	0	0
cell_650	0	0	2	5	0	0	0	0	2	2	5	0	0	2	0	0
cell_795	2	0	0	5	0	0	2	8	2	0	2	0	0	6	2	0
cell_84	0	2	0	5	0	21	0	2	0	0	0	0	0	0	0	0
cell_950	0	0	0	5	0	0	2	0	15	0	0	2	0	0	0	0
cell_284	28	2	0	5	2	2	0	0	0	0	0	2	0	0	0	2
cell_775	2	0	0	5	0	5	2	8	2	0	0	0	0	6	0	0
cell_743	0	0	0	5	0	0	0	0	0	5	0	0	0	0	4	0
cell_1278	0	2	2	0	0	2	5	4	0	2	0	0	2	2	0	0
cell_837	2	2	0	5	2	0	2	0	2	0	0	0	0	6	0	0
cell_1386	0	0	2	3	0	0	5	2	2	0	2	2	2	2	0	0
cell_1207	3	0	12	0	0	0	0	0	0	0	0	0	2	2	0	0
cell_527	2	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0
cell_593	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0
cell_1064	0	3	12	0	3	8	0	0	0	0	0	0	2	2	19	2
cell_1018	0	0	0	5	0	4	2	0	15	0	0	0	0	0	0	0
cell_201	2	2	0	5	0	5	19	2	3	0	5	2	0	2	0	2
cell_310	28	2	0	5	0	2	0	8	0	0	0	0	0	0	0	0
cell_654	0	3	0	5	0	0	0	0	2	2	0	0	0	2	0	0
cell_1296	0	0	0	2	0	0	0	0	2	0	0	0	2	2	0	0
cell_638	0	0	8	5	0	2	2	0	0	5	0	0	0	0	0	2
cell_884	2	0	3	5	0	8	2	3	2	0	0	0	0	6	0	0
cell_53	4	2	0	5	2	21	0	0	5	2	2	0	2	0	0	0
cell_198	0	2	2	5	0	5	19	2	3	0	5	2	0	2	0	0
cell_1983	2	0	0	0	0	0	0	0	0	0	0	4	2	2	0	0
cell_932	0	0	0	5	0	0	2	0	15	0	0	2	0	14	0	0
cell_471	28	2	0	5	4	2	0	0	2	0	4	0	0	0	0	0
cell_2004	2	2	0	0	0	0	3	0	0	0	15	0	2	2	0	0
cell_125	0	2	0	5	0	21	0	2	0	5	0	0	0	0	0	0
cell_461	28	2	0	5	4	2	0	0	2	0	0	0	12	0	0	8
cell_814	2	9	0	5	0	0	2	0	2	2	0	0	0	6	2	5
cell_828	2	9	2	5	2	0	2	0	0	0	0	0	0	6	0	0
cell_1068	2	0	0	0	0	0	0	0	0	0	0	2	2	2	19	2
cell_431	28	2	0	5	0	2	0	0	2	0	29	0	0	0	0	0
cell_923	0	0	0	5	0	0	2	0	15	0	2	40	0	0	0	0
cell_594	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0
cell_1342	0	0	0	0	0	0	0	3	2	0	0	0	2	2	0	0
cell_1527	0	3	2	0	0	0	0	0	2	0	0	0	2	2	0	0
cell_331	28	2	0	5	0	2	0	0	2	0	0	0	0	12	4	2
cell_1002	0	2	0	5	0	0	2	0	15	0	12	2	0	0	0	0
cell_487	28	2	2	5	0	2	0	0	2	0	0	0	0	0	2	0
cell_1116	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	2
cell_1469	0	2	2	0	0	0	0	2	2	0	0	0	2	2	0	0
cell_1645	0	6	0	0	0	0	2	0	0	0	2	0	2	2	2	5
cell_1813	2	0	57	0	2	0	0	0	0	2	2	0	2	2	0	2
cell_1330	0	0	0	0	0	0	0	0	2	3	0	2	2	2	0	2
cell_187	0	2	0	5	0	0	2	0	24	0	0	0	0	0	0	0
cell_1403	0	0	2	0	0	0	0	0	2	0	2	2	2	2	0	0
cell_1686	0	0	0	0	0	0	2	0	0	0	0	0	2	2	2	0
cell_336	28	2	0	5	2	2	0	2	2	0	0	0	0	12	4	2
cell_1977	2	0	0	2	0	0	0	0	0	0	0	4	2	2	0	2
cell_229	0	2	0	5	0	23	19	2	0	0	0	2	5	2	0	0
cell_1873	2	0	57	0	0	0	0	0	0	0	0	0	2	2	0	2
cell_581	0	0	2	5	0	3	0	0	0	0	0	0	0	0	0	2
cell_967	0	0	0	5	0	3	2	0	15	5	0	0	0	0	13	0
cell_862	2	0	0	5	2	0	2	0	2	0	0	0	3	6	2	0
cell_462	28	2	0	5	4	2	0	0	2	0	0	0	12	0	0	8
cell_216	0	2	0	5	0	0	19	2	0	4	5	2	0	2	0	0
cell_789	2	0	2	5	0	0	2	8	0	0	2	0	0	6	2	0
cell_1202	3	0	12	0	0	0	0	0	2	0	0	0	2	2	0	0
cell_214	0	2	0	5	0	0	19	2	0	4	5	2	0	2	0	0
cell_827	2	9	2	5	2	0	2	0	0	0	0	0	0	6	0	0
cell_2008	2	0	0	0	0	0	3	0	0	0	0	0	2	2	0	0
cell_519	2	0	0	5	0	0	5	0	0	0	0	0	0	0	5	0
cell_206	0	2	0	5	0	5	19	2	3	0	5	2	0	2	0	2
cell_1402	0	0	2	0	0	0	0	0	2	0	2	2	2	2	0	0
cell_717	0	0	0	5	0	0	4	0	2	0	0	0	0	0	4	0
cell_394	28	2	2	5	2	2	0	0	2	0	0	2	3	0	0	0
cell_317	28	2	0	5	24	2	0	21	0	0	0	0	2	0	0	0
cell_178	0	2	0	5	0	0	2	0	0	0	0	0	0	0	0	0
cell_387	28	2	2	5	2	2	0	0	2	0	0	0	0	0	0	0
cell_651	0	0	2	5	0	0	0	0	2	2	0	0	0	2	0	0
cell_1464	0	0	2	0	0	0	0	2	2	0	0	0	2	2	0	0
cell_1535	0	0	0	0	0	0	0	0	2	0	11	0	2	2	0	0
cell_1805	2	0	57	0	0	2	0	0	0	2	2	0	2	2	0	2
cell_819	2	9	2	5	2	3	2	0	0	2	0	0	0	6	0	0
cell_419	28	2	0	5	0	2	0	0	2	0	29	0	0	0	0	0
cell_1037	0	0	0	0	2	0	0	0	2	0	0	0	2	2	19	2
cell_404	28	2	2	5	0	2	0	2	2	0	0	0	0	0	0	0
cell_962	3	0	0	5	0	3	2	0	15	5	0	0	0	0	0	0
cell_1651	0	0	2	0	0	0	2	0	0	0	2	0	2	2	0	2
cell_1449	2	0	0	4	2	0	0	2	2	0	0	3	2	2	0	0
cell_1606	0	38	0	0	0	12	2	0	0	0	4	11	2	2	0	0
cell_1826	2	0	57	0	0	0	0	0	0	2	2	0	2	2	0	2
cell_1325	3	2	0	0	0	0	0	0	2	0	0	0	2	2	0	0
cell_514	2	0	0	5	0	0	5	0	0	0	0	0	0	2	5	0
cell_73	0	2	0	5	0	21	0	2	0	0	0	0	0	0	0	0
cell_1075	0	2	0	0	0	0	0	0	0	0	0	0	2	2	19	2
cell_598	0	5	0	5	0	0	0	0	0	0	0	3	0	0	0	0
cell_1029	0	0	0	0	2	0	0	0	2	0	0	0	2	2	19	2
cell_641	0	0	3	5	0	0	8	0	2	0	0	5	0	2	0	0
cell_1032	0	0	0	0	2	0	0	0	2	0	0	0	2	2	19	2
cell_149	2	2	0	5	3	0	0	0	0	0	0	0	0	0	2	5
cell_904	0	0	0	5	0	2	2	0	15	0	0	0	3	0	0	0
cell_2024	2	0	0	0	0	2	3	0	0	0	0	0	2	2	0	0
cell_218	0	2	0	5	0	0	19	2	0	0	5	2	0	2	0	0
cell_1074	0	0	0	5	0	0	0	0	2	0	0	0	2	2	19	2
cell_248	0	2	0	5	0	4	19	0	0	0	0	2	0	2	2	0
cell_2030	2	0	0	0	0	0	3	0	0	2	2	2	2	2	0	0
cell_1780	0	0	0	0	0	2	2	0	0	0	2	0	2	2	0	2
cell_1350	10	0	2	0	2	0	0	0	2	0	0	2	2	2	0	0
cell_1285	0	0	0	2	0	0	3	2	2	0	2	0	2	2	4	0
cell_289	28	2	0	5	0	2	2	0	0	5	2	0	0	0	2	0
cell_213	0	2	0	5	0	0	19	2	0	4	5	2	0	2	0	0
cell_1958	2	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0
cell_339	28	2	0	5	0	2	0	0	2	0	0	0	0	12	0	0
cell_362	28	2	0	5	0	2	0	5	2	0	2	0	5	0	2	0
cell_888	2	0	0	5	0	8	2	3	2	0	0	0	0	6	0	0
cell_944	0	0	0	5	0	38	2	0	15	10	0	2	0	0	0	0
cell_579	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	2
cell_748	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	0
cell_2012	2	0	0	0	0	0	3	0	0	0	2	0	2	2	2	2
cell_1176	3	0	12	0	3	0	0	0	0	0	0	0	2	2	5	21
cell_662	0	0	0	5	0	0	2	4	2	0	0	0	0	2	0	0
cell_822	2	9	0	5	0	3	2	0	0	2	0	0	0	6	0	0
cell_1384	0	0	2	3	0	3	0	0	2	0	2	2	2	2	0	0
cell_499	28	2	2	5	0	2	0	0	2	0	0	8	0	0	0	0
cell_1843	2	0	57	0	0	0	0	0	0	2	2	0	2	2	0	2
cell_26	0	2	0	5	2	21	0	0	0	2	0	0	0	0	2	8
cell_234	2	2	0	5	0	0	19	0	0	0	0	2	0	2	0	0
cell_116	0	2	0	5	0	21	2	2	0	5	0	0	0	0	0	0
cell_1284	0	0	0	2	0	15	0	0	2	0	0	0	2	2	4	0
cell_1471	2	0	2	0	0	0	0	2	2	0	0	0	2	2	0	0
cell_1663	0	10	0	0	0	0	2	0	0	0	2	0	2	2	0	3
cell_1196	3	0	12	0	0	0	6	0	0	2	0	0	2	2	0	0
cell_1796	2	0	57	0	0	0	2	0	0	2	2	0	2	2	0	2
cell_1204	3	0	12	0	0	0	0	0	12	0	0	0	2	2	0	0
cell_996	0	2	0	5	0	0	2	2	15	0	0	0	0	0	0	0
cell_523	2	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0
cell_1883	2	0	57	0	3	0	0	0	0	0	0	0	2	2	0	2
cell_854	2	0	2	5	0	0	2	0	2	0	0	0	0	6	0	0
cell_1719	0	0	0	0	0	0	2	0	3	2	0	2	2	2	2	0
cell_809	2	9	0	5	0	0	2	0	0	2	0	0	0	6	2	5
cell_304	28	2	0	5	2	2	0	0	0	5	2	3	2	0	0	0
cell_736	0	0	0	5	0	2	0	0	0	0	0	0	0	2	4	0
cell_1682	0	0	2	0	0	0	2	0	0	0	0	5	2	2	2	2
cell_1525	0	0	2	0	0	0	0	0	2	0	0	0	2	2	0	0
cell_585	0	40	0	5	0	3	0	0	0	2	0	7	0	0	0	2
cell_168	0	2	0	5	0	0	2	2	3	0	0	0	0	0	0	0
cell_1083	0	0	0	0	0	0	0	0	0	0	0	0	2	2	19	2
cell_1321	3	2	0	0	0	2	42	0	2	0	0	0	2	2	0	0
cell_2019	2	2	0	0	0	0	3	0	0	0	0	0	2	2	5	0
cell_1188	3	0	12	0	0	0	0	3	0	2	0	0	2	2	0	0
cell_1596	0	0	0	5	21	0	2	0	0	0	0	0	2	2	0	0
cell_1655	8	0	0	0	0	0	2	0	0	0	2	0	2	2	0	2
cell_1198	3	0	12	0	0	0	6	0	13	2	0	0	2	2	0	0
cell_1184	3	0	12	0	0	0	0	0	0	0	0	0	2	2	5	21
cell_36	0	2	0	5	2	21	22	2	0	0	0	0	2	2	0	8
cell_766	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	4
cell_559	0	0	0	5	0	0	0	0	0	0	0	2	0	0	5	2
cell_1193	3	2	12	0	0	0	6	0	0	2	0	0	2	2	0	0
cell_1718	0	0	0	0	0	0	2	0	3	0	0	2	2	2	2	0
cell_1823	2	0	57	0	0	0	0	0	0	0	2	2	2	2	0	2
cell_1253	0	2	2	0	0	2	5	0	0	2	0	0	2	2	0	3
cell_372	28	2	0	5	0	2	0	0	2	0	0	0	0	0	2	0
cell_573	2	0	0	5	0	0	0	0	0	5	0	0	0	0	5	0
cell_1358	10	0	2	0	0	0	0	0	2	2	3	2	2	2	0	19
cell_13	0	2	0	5	2	21	0	0	0	0	0	0	0	2	0	2
cell_969	0	0	0	5	0	3	2	0	15	5	0	5	20	0	0	0
cell_1586	0	0	11	0	0	0	2	2	0	0	0	0	2	2	2	0
cell_723	0	0	2	5	0	4	0	9	0	0	0	0	0	0	4	0
cell_1605	0	38	0	0	0	12	2	0	0	0	4	11	2	2	0	0
cell_75	0	2	0	5	0	21	0	2	0	0	0	0	0	0	0	0
cell_682	0	0	0	5	0	0	0	0	2	0	0	0	3	2	2	0
cell_1383	0	0	2	3	0	3	0	0	2	0	2	2	2	2	0	0
cell_732	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	0
cell_1458	3	2	2	0	0	0	0	2	2	0	0	0	2	2	0	0
cell_1848	2	0	57	0	0	2	0	0	0	2	2	0	2	2	0	2
cell_1874	2	0	57	0	0	0	0	0	0	0	0	0	2	2	0	2
cell_1082	0	0	0	0	0	0	0	0	0	0	2	0	2	2	19	2
cell_578	0	0	0	5	0	3	0	0	0	2	0	0	0	0	0	2
cell_934	0	0	2	5	0	0	2	0	15	0	0	2	0	0	0	0
cell_863	2	0	0	5	2	0	2	0	2	0	0	0	3	6	2	0
cell_915	0	0	0	5	5	3	2	0	15	0	0	0	0	0	0	0
cell_790	2	0	2	5	0	0	2	8	0	0	2	0	0	6	2	0
cell_799	2	0	0	5	0	0	2	8	2	0	2	0	0	6	2	0
cell_1901	2	0	57	0	0	2	0	0	0	0	12	0	2	2	0	2
cell_2011	2	0	0	0	0	0	3	0	0	0	2	0	2	2	2	2
cell_186	0	2	0	5	0	0	2	0	24	0	0	0	0	0	0	0
cell_1389	0	0	2	3	8	0	0	2	2	0	2	2	2	2	0	0
cell_1016	0	0	0	5	0	0	2	0	15	0	0	0	0	0	5	0
cell_1337	0	0	0	0	11	0	0	0	2	0	0	2	2	2	0	0
cell_556	0	0	0	5	0	0	0	0	0	0	0	2	0	0	5	2
cell_563	0	0	0	5	0	3	0	0	0	10	0	0	2	0	5	0
cell_33	0	2	0	5	2	21	22	2	0	0	0	0	2	2	0	0
cell_1578	0	0	0	0	0	0	2	0	2	0	0	0	2	2	0	0
cell_1229	0	2	0	0	0	0	5	2	0	5	0	0	2	2	0	0
cell_531	2	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2
cell_56	4	2	0	5	2	21	0	0	5	2	2	2	2	0	0	13
cell_1368	0	2	2	0	0	0	0	0	2	0	0	2	2	2	0	0
cell_1290	0	0	0	2	0	0	0	0	2	0	0	0	2	2	0	0
cell_597	0	5	0	5	0	0	0	0	0	0	0	3	0	0	0	0
cell_1405	0	0	2	0	0	0	0	0	2	0	2	2	2	2	0	0
cell_1491	0	2	0	3	0	0	0	0	2	2	0	5	2	2	0	0
cell_1049	0	0	0	0	0	0	0	0	2	0	0	0	2	2	19	2
cell_52	4	2	0	5	2	21	0	0	5	2	2	0	2	0	0	0
cell_980	0	4	0	5	0	3	2	0	15	0	0	0	0	0	0	0
cell_764	0	0	0	5	0	0	0	2	0	2	0	0	2	0	4	0
cell_1892	2	0	57	0	0	12	0	0	0	0	0	0	2	2	0	2
cell_1463	0	0	2	0	0	0	0	2	2	0	0	0	2	2	0	0
cell_268	28	2	3	5	2	2	2	5	0	0	0	2	0	0	0	0
cell_169	0	2	0	5	0	0	2	0	3	0	0	0	21	0	0	0
cell_470	28	2	0	5	4	2	0	0	2	0	0	0	0	0	0	0
cell_164	0	2	0	5	2	0	2	2	0	3	0	0	0	0	0	0
cell_1964	2	0	0	18	0	0	2	0	0	0	0	2	2	2	0	5
cell_44	0	2	0	5	2	21	0	0	0	0	0	0	2	2	0	0
cell_1400	0	2	2	0	0	0	0	0	2	5	2	2	2	2	0	0
cell_1912	2	0	57	0	0	0	0	0	0	0	0	0	2	2	0	2
cell_728	0	5	2	5	0	0	0	0	0	0	0	0	0	0	4	0
cell_76	0	2	0	5	0	21	0	2	0	0	0	0	0	0	0	0
cell_1590	0	0	11	0	0	2	2	2	0	0	0	0	2	2	0	0
cell_1240	2	2	3	2	0	0	5	2	3	0	0	0	2	2	0	0
cell_41	0	2	0	5	2	21	0	0	0	0	0	4	2	2	0	0
cell_535	2	0	0	5	0	0	0	2	0	0	0	11	0	0	5	2
cell_1160	0	0	12	0	3	0	0	0	3	0	0	0	2	2	0	21
cell_1443	4	0	0	4	0	0	0	2	2	2	0	3	2	2	0	0
cell_1021	0	0	0	5	0	0	2	0	15	0	2	0	0	0	0	2
cell_1739	0	0	0	0	0	0	2	2	0	0	2	2	2	2	0	0
cell_438	28	2	0	5	0	2	0	0	2	0	0	0	108	0	0	0
cell_920	2	0	0	5	0	3	2	0	15	0	0	0	0	0	0	0
cell_403	28	2	2	5	0	2	0	2	2	0	0	0	0	0	0	0
cell_695	7	4	0	5	0	12	0	0	2	0	0	3	0	2	0	0
cell_684	0	0	0	5	0	0	0	0	2	0	0	0	0	2	2	0
cell_618	2	0	0	5	0	2	2	0	4	0	0	0	2	0	0	0
cell_1300	2	0	2	2	2	0	0	8	2	0	0	0	2	2	0	0
cell_117	0	2	0	5	0	21	0	2	0	0	0	0	0	6	2	0
cell_805	2	9	0	5	0	0	2	0	0	2	0	0	0	6	2	5
cell_215	0	2	0	5	0	0	19	2	0	4	5	2	0	2	0	0
cell_1774	0	5	0	0	0	0	2	5	2	0	2	0	2	2	0	0
cell_1328	3	2	0	0	0	0	0	0	2	0	2	0	2	2	0	0
cell_1773	0	5	0	0	0	0	2	5	2	0	2	0	2	2	0	0
cell_815	2	9	0	5	0	0	2	0	0	2	0	0	0	6	2	5
cell_1102	2	2	0	0	0	0	5	0	0	0	5	0	2	2	0	2
cell_1933	2	0	0	14	0	0	0	0	3	2	0	0	2	2	2	0
cell_818	2	9	2	5	0	3	2	0	0	2	0	0	0	6	0	0
cell_1166	19	0	12	0	0	0	0	0	0	0	0	2	2	2	0	21
cell_596	0	5	0	5	0	0	0	0	3	0	0	0	0	0	0	0
cell_1067	2	0	0	0	0	0	0	0	0	0	0	2	2	2	19	2
cell_212	0	2	0	5	0	0	19	2	0	4	5	2	0	2	0	0
cell_855	2	0	0	5	0	0	2	0	2	0	0	0	0	6	0	0
cell_1123	2	5	0	0	10	0	0	0	2	5	0	0	2	2	0	2
cell_2028	2	0	0	0	4	0	3	4	0	0	2	2	2	2	0	0
cell_845	2	0	0	5	2	0	2	0	2	0	0	0	0	6	0	0
cell_1294	0	0	0	2	2	0	0	0	2	0	0	0	2	2	0	0
cell_940	0	0	0	5	0	0	2	0	15	0	0	2	0	0	0	0
cell_490	28	2	2	5	0	2	0	0	2	0	0	0	0	0	0	0
cell_880	2	0	0	5	0	0	2	0	2	0	0	0	2	6	0	0
cell_852	2	0	0	5	0	0	2	0	2	0	2	0	0	6	2	2
cell_439	28	2	0	5	0	2	0	0	2	0	0	0	108	0	0	0
cell_1511	0	0	0	0	0	0	0	0	2	0	0	10	2	2	0	0
cell_40	0	2	2	5	2	21	0	2	0	0	0	0	2	2	0	0
cell_1414	0	0	0	0	0	0	0	2	2	0	3	0	2	2	2	0
cell_568	0	0	0	5	0	3	0	0	0	10	0	0	0	0	5	0
cell_2047	2	0	0	5	0	0	3	0	2	0	0	3	2	2	0	0
cell_1791	0	0	0	0	2	0	2	5	0	0	2	0	2	2	0	2
cell_705	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	0
cell_175	0	2	0	5	0	0	2	0	3	0	0	0	21	0	5	3
cell_1299	2	0	2	2	2	0	0	8	2	0	0	0	2	2	0	0
cell_1295	0	0	0	2	0	0	0	0	2	0	0	0	2	2	0	0
cell_1620	0	0	0	0	0	0	2	0	0	0	0	11	2	2	0	5
cell_1412	0	0	0	0	0	0	0	2	2	0	0	0	2	2	2	0
cell_1766	0	0	0	5	0	0	2	5	2	0	2	2	2	2	5	0
cell_1053	0	0	0	0	0	0	0	0	2	0	0	0	2	2	19	2
cell_1312	0	0	0	2	2	26	0	8	2	0	0	0	2	2	0	0
cell_1740	0	0	0	0	0	0	2	2	0	0	2	2	2	2	0	0
cell_1711	0	0	0	12	0	0	2	0	0	0	0	2	2	2	2	0
cell_1303	0	0	2	2	0	0	0	8	2	2	0	0	2	2	0	0
cell_1546	2	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0
cell_1772	0	0	0	0	0	0	2	5	2	0	2	0	2	2	0	0
cell_1553	2	2	0	0	5	0	2	0	0	0	0	0	2	2	0	0
cell_711	0	0	0	5	0	0	5	0	0	0	0	0	2	0	4	3
cell_472	28	2	0	5	4	2	0	0	2	0	4	0	0	0	0	0
cell_1887	2	0	57	0	0	0	0	0	0	0	0	0	2	2	0	2
cell_35	0	2	0	5	2	21	22	2	0	0	0	0	2	2	0	8
cell_367	28	2	0	5	0	2	0	0	2	0	2	0	2	0	2	0
cell_1583	2	2	0	0	0	0	2	0	0	0	0	0	2	2	0	0
cell_486	28	2	2	5	0	2	0	0	2	0	2	0	0	0	0	0
cell_45	0	2	0	5	2	21	0	0	2	8	0	0	2	2	0	0
cell_1268	0	2	2	2	0	8	5	4	0	0	0	0	2	2	0	0
cell_147	2	2	0	5	3	0	0	0	0	0	0	0	0	0	0	0
cell_79	0	2	0	5	0	21	0	2	0	0	0	0	0	0	0	0
cell_1660	0	0	0	0	0	0	2	0	0	0	2	0	2	2	0	3
cell_1994	2	0	0	0	0	0	3	0	0	0	0	0	2	2	0	0
cell_738	3	0	0	5	0	0	0	0	0	53	0	0	0	0	4	0
cell_1795	2	0	57	0	0	0	2	0	0	2	2	0	2	2	0	2
cell_952	0	0	0	5	4	0	2	0	15	0	0	2	0	0	0	0
cell_1921	2	0	0	0	0	0	0	2	0	2	9	0	2	2	0	5
cell_821	2	9	0	5	0	3	2	0	0	2	0	0	0	6	0	0
cell_964	0	0	0	5	0	3	2	0	15	5	0	0	0	0	5	0
cell_1425	3	0	0	0	0	0	0	2	2	0	0	0	2	2	0	0
cell_1763	0	0	0	0	0	0	2	5	2	0	2	2	2	2	0	0
cell_667	0	0	0	5	0	0	0	2	2	0	2	0	0	2	0	0
cell_236	2	2	0	5	0	0	19	0	0	0	0	2	0	2	0	0
cell_209	0	2	0	5	0	0	19	2	0	4	5	2	0	2	0	0
cell_130	2	2	0	5	4	0	0	0	0	0	5	0	0	0	0	0
cell_956	2	2	0	5	0	2	2	0	15	0	0	2	0	0	0	0
cell_797	2	0	0	5	0	0	2	8	2	0	2	0	3	6	2	0
cell_285	28	2	0	5	2	2	0	0	0	0	10	0	0	0	0	2
cell_1399	0	2	2	0	0	0	0	0	2	5	2	2	2	2	0	0
cell_1619	0	0	0	0	0	0	2	0	0	0	0	11	2	2	0	5
cell_94	0	2	0	5	7	21	0	2	2	0	0	9	0	2	0	0
cell_1569	0	0	0	0	2	0	2	0	0	0	0	0	2	2	0	0
cell_804	2	9	0	5	0	0	2	0	0	2	0	0	0	6	2	5
cell_1972	2	21	0	0	5	5	0	0	0	0	0	4	2	2	0	0
cell_174	0	2	0	5	0	0	2	0	3	0	0	0	21	0	5	3
cell_1654	8	0	0	0	0	0	2	0	3	0	2	0	2	2	0	2
cell_1233	2	2	3	2	0	0	5	0	0	0	0	0	2	2	0	0
cell_1089	0	2	2	0	3	0	0	0	0	0	0	0	2	2	0	2
cell_51	4	2	0	5	2	21	0	0	5	2	2	0	2	0	0	0
cell_670	0	2	0	5	0	0	0	0	2	0	0	0	0	2	0	2
cell_762	0	0	0	5	0	0	0	2	19	2	0	0	2	0	4	0
cell_434	28	2	0	5	0	2	0	0	2	0	0	0	0	0	0	0
