"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"cell_906","2","0","0","0","0","4","0","12","0","4","0","3","4","2","0","2"
"cell_907","2","0","0","0","4","4","3","12","0","4","0","3","4","2","0","2"
"cell_908","2","0","0","0","4","4","3","12","0","4","0","3","4","2","0","2"
"cell_909","2","0","0","0","0","4","0","12","3","4","0","3","4","2","0","2"
"cell_910","2","0","0","0","0","4","0","12","3","4","0","3","4","2","0","2"
"cell_911","2","0","0","0","0","4","0","12","3","4","0","3","4","2","0","2"
"cell_912","2","0","0","0","0","4","0","12","3","4","0","3","4","2","0","2"
"cell_913","2","0","0","0","0","4","0","12","0","4","0","5","4","2","0","2"
"cell_914","2","0","0","0","0","4","0","12","0","4","0","5","4","2","0","2"
"cell_915","2","0","0","0","0","4","0","12","0","4","0","0","4","2","0","2"
"cell_916","2","0","0","0","0","4","0","12","0","4","0","0","4","2","0","2"
"cell_917","2","0","0","0","0","4","0","12","0","4","0","0","4","2","2","2"
"cell_918","2","0","0","0","0","4","0","12","0","4","0","0","4","2","2","2"
"cell_919","2","0","0","0","0","4","0","12","0","4","3","0","4","2","2","2"
"cell_920","2","0","0","0","0","4","0","12","0","4","3","0","4","2","2","2"
"cell_921","2","0","0","0","0","4","3","12","0","4","2","0","4","2","0","2"
"cell_922","2","0","0","0","0","4","3","12","0","4","2","0","4","2","0","2"
"cell_923","2","0","0","0","0","4","3","12","0","4","2","0","4","2","0","2"
"cell_924","2","0","0","0","0","4","3","12","0","4","2","0","4","2","0","2"
"cell_925","2","2","0","2","0","4","0","12","0","4","2","0","4","2","0","2"
"cell_926","2","2","0","2","0","4","0","12","0","4","2","0","4","2","0","2"
"cell_927","2","2","0","0","15","4","0","12","0","4","2","0","4","2","0","2"
"cell_928","2","2","0","0","15","4","0","12","0","4","2","0","4","2","0","2"
"cell_929","2","3","2","0","0","4","2","12","2","0","5","4","0","0","0","2"
"cell_930","2","3","2","0","0","4","2","12","2","0","5","4","0","0","0","2"
"cell_931","2","3","0","0","0","4","2","12","2","3","5","4","0","0","0","2"
"cell_932","2","3","0","0","0","4","2","12","2","3","5","4","0","0","0","2"
"cell_933","2","3","0","0","0","4","2","12","2","0","5","4","0","0","0","2"
"cell_934","2","3","0","0","0","4","2","12","2","0","5","4","0","0","0","2"
"cell_935","2","3","0","0","0","4","2","12","2","0","5","4","0","0","4","2"
"cell_936","2","3","0","0","0","4","2","12","2","0","5","4","0","0","4","2"
"cell_937","2","3","0","0","2","4","2","12","2","0","5","3","2","0","0","2"
"cell_938","2","3","0","0","2","4","2","12","2","0","5","3","2","0","0","2"
"cell_939","2","3","0","0","0","4","2","12","2","0","5","3","0","0","0","2"
"cell_940","2","3","0","0","0","4","2","12","2","0","5","3","0","0","0","2"
"cell_941","2","3","0","0","0","4","2","12","2","0","5","3","0","2","0","2"
"cell_942","2","3","0","0","0","4","2","12","2","0","5","3","0","2","0","2"
"cell_943","2","3","0","0","0","4","2","12","2","3","5","3","0","2","0","2"
"cell_944","2","3","0","0","0","4","2","12","2","3","5","3","0","2","0","2"
"cell_945","2","0","0","2","0","4","2","12","2","0","0","0","2","0","0","2"
"cell_946","2","0","0","2","0","4","2","12","2","0","0","0","2","0","0","2"
"cell_947","2","0","0","2","0","4","2","12","2","0","2","0","2","0","0","2"
"cell_948","2","0","0","2","0","4","2","12","2","0","2","0","2","0","0","2"
"cell_949","2","0","0","0","0","4","2","12","2","0","0","0","2","0","0","2"
"cell_950","2","0","0","0","0","4","2","12","2","0","0","0","2","0","0","2"
"cell_951","2","2","2","0","0","4","2","12","2","0","2","0","2","2","0","2"
"cell_952","2","2","2","0","0","4","2","12","2","0","2","0","2","2","0","2"
"cell_953","2","0","2","0","5","4","0","12","2","0","2","0","2","0","0","2"
"cell_954","2","0","2","0","5","4","0","12","2","0","2","0","2","0","0","2"
"cell_955","2","0","2","0","0","4","0","12","2","0","2","0","2","0","0","2"
"cell_956","2","0","2","0","0","4","0","12","2","0","2","0","2","0","0","2"
"cell_957","2","0","2","0","0","4","0","12","2","0","2","0","2","0","0","2"
"cell_958","2","0","2","0","0","4","0","12","2","0","2","0","2","0","0","2"
"cell_959","2","11","2","0","0","4","0","12","2","0","2","0","2","5","12","2"
"cell_960","2","11","2","0","0","4","0","12","2","0","2","0","2","5","12","2"
"cell_961","2","3","0","37","0","4","15","12","3","0","0","0","11","0","0","2"
"cell_962","2","3","0","37","0","4","15","12","3","0","0","0","11","0","0","2"
"cell_963","2","3","0","37","0","4","15","12","3","0","0","0","0","0","0","2"
"cell_964","2","3","0","37","0","4","15","12","3","0","0","0","0","0","0","2"
"cell_965","2","3","0","0","0","4","15","12","3","0","0","0","0","12","0","2"
"cell_966","2","3","0","0","0","4","15","12","3","0","0","0","0","12","0","2"
"cell_967","2","3","0","0","0","4","15","12","3","2","0","0","0","0","0","2"
"cell_968","2","3","0","0","0","4","15","12","3","2","0","0","0","0","0","2"
"cell_969","2","3","0","0","0","4","15","12","3","0","0","0","0","0","0","2"
"cell_970","2","3","0","0","0","4","15","12","3","0","0","0","0","0","0","2"
"cell_971","2","3","2","0","0","4","15","12","3","0","0","0","0","2","0","2"
"cell_972","2","3","2","0","0","4","15","12","3","0","0","0","0","2","0","2"
"cell_973","2","3","0","0","6","4","15","12","3","0","5","0","0","0","0","2"
"cell_974","2","3","0","0","6","4","15","12","3","0","5","0","0","0","0","2"
"cell_975","2","3","0","0","6","4","15","12","3","0","5","0","0","2","0","2"
"cell_976","2","3","0","0","6","4","15","12","3","0","5","0","0","2","0","2"
"cell_977","2","3","2","0","2","4","2","12","0","0","0","0","2","0","0","2"
"cell_978","2","3","2","0","2","4","2","12","0","0","0","0","2","0","0","2"
"cell_979","2","3","0","0","2","4","0","12","0","0","0","0","0","0","0","2"
"cell_980","2","3","0","0","2","4","0","12","0","0","0","0","0","0","0","2"
"cell_981","2","3","0","0","2","4","0","12","0","0","0","0","0","0","0","2"
"cell_982","2","3","0","0","2","4","0","12","0","0","0","0","0","0","0","2"
"cell_983","2","3","0","4","2","4","0","12","0","0","0","5","0","0","0","2"
"cell_984","2","3","0","4","2","4","0","12","0","0","0","5","0","0","0","2"
"cell_985","2","3","0","5","2","4","0","12","10","0","0","0","2","0","3","2"
"cell_986","2","3","0","5","2","4","0","12","10","0","0","0","2","0","3","2"
"cell_987","2","3","2","5","2","4","0","12","0","0","0","0","2","0","0","2"
"cell_988","2","3","2","5","2","4","0","12","0","0","0","0","2","0","0","2"
"cell_989","2","3","0","10","2","4","0","12","0","0","0","0","2","5","3","2"
"cell_990","2","3","0","10","2","4","0","12","0","0","0","0","2","5","3","2"
"cell_991","2","3","0","10","0","4","14","12","0","0","0","0","2","5","3","2"
"cell_992","2","3","0","10","0","4","14","12","0","0","0","0","2","5","3","2"
"cell_993","2","3","5","0","2","4","0","12","0","2","0","5","2","0","5","2"
"cell_994","2","3","5","0","2","4","0","12","0","2","0","5","2","0","5","2"
"cell_995","2","3","5","0","2","4","0","12","0","0","0","5","5","0","5","2"
"cell_996","2","3","5","0","2","4","0","12","0","0","0","5","5","0","5","2"
"cell_997","2","3","5","0","2","4","3","12","0","0","0","5","0","0","5","2"
"cell_998","2","3","5","0","2","4","3","12","0","0","0","5","0","0","5","2"
"cell_999","2","3","5","0","2","4","3","12","0","0","2","5","0","3","5","2"
"cell_1000","2","3","5","0","2","4","3","12","0","0","2","5","0","3","5","2"
"cell_1001","2","3","0","4","2","4","2","12","5","0","2","5","2","5","0","2"
"cell_1002","2","3","0","4","2","4","2","12","5","0","2","5","2","5","0","2"
"cell_1003","2","3","2","4","2","4","2","12","0","0","0","5","0","5","0","2"
"cell_1004","2","3","2","4","2","4","2","12","0","0","0","5","0","5","0","2"
"cell_1005","2","3","2","4","2","4","2","12","0","0","3","5","0","5","0","2"
"cell_1006","2","3","2","4","2","4","2","12","0","0","3","5","0","5","0","2"
"cell_1007","2","3","2","4","2","4","2","12","0","0","0","5","0","5","2","2"
"cell_1008","2","3","2","4","2","4","2","12","0","0","0","5","0","5","2","2"
"cell_1009","2","3","0","2","2","4","5","12","0","0","0","0","0","0","0","2"
"cell_1010","2","3","0","2","2","4","5","12","0","0","0","0","0","0","0","2"
"cell_1011","2","3","0","0","2","4","5","12","0","0","0","0","0","0","0","2"
"cell_1012","2","3","0","0","2","4","5","12","0","0","0","0","0","0","0","2"
"cell_1013","2","3","0","0","2","4","2","12","3","0","0","0","3","0","0","2"
"cell_1014","2","3","0","0","2","4","2","12","3","0","0","0","3","0","0","2"
"cell_1015","2","3","0","0","2","4","0","12","0","0","2","0","3","0","0","2"
"cell_1016","2","3","0","0","2","4","0","12","0","0","2","0","3","0","0","2"
"cell_1017","2","3","0","0","2","4","0","12","0","0","0","2","0","2","0","2"
"cell_1018","2","3","0","0","2","4","0","12","0","0","0","2","0","2","0","2"
"cell_1019","2","3","0","0","2","4","0","12","0","0","0","2","0","2","0","2"
"cell_1020","2","3","0","0","2","4","0","12","0","0","0","2","0","2","0","2"
"cell_1021","2","3","0","0","2","4","0","12","0","0","21","2","0","2","0","2"
"cell_1022","2","3","0","0","2","4","0","12","0","0","21","2","0","2","0","2"
"cell_1023","2","3","13","0","2","4","0","12","0","0","0","2","0","2","0","2"
"cell_1024","2","3","13","0","2","4","0","12","0","0","0","2","0","2","0","2"
