"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"cell_896","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_853","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_351","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_589","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_817","2","14","2","3","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_311","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_845","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_790","2","14","2","3","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_754","4","14","2","5","-","-","-","-","-","-","-","-","-","3","11","5"
"cell_697","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_469","-","-","-","-","-","-","-","-","-","5","-","-","-","-","15","2"
"cell_530","0","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_780","2","14","2","3","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_354","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_788","2","14","2","3","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_368","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_630","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_254","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_252","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_380","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_795","2","14","2","3","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_772","2","14","2","3","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_719","3","14","2","3","-","-","-","-","-","-","-","-","-","3","11","5"
"cell_173","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","0"
"cell_432","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_972","2","14","2","5","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_399","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_950","2","14","2","12","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_676","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_84","-","-","-","-","-","-","-","-","-","5","-","-","-","-","2","2"
"cell_992","2","14","2","5","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_481","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_238","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_596","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_170","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","3"
"cell_397","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_429","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_389","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0"
"cell_50","-","-","-","-","-","-","-","-","-","5","-","-","-","-","2","2"
"cell_402","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_970","2","14","2","5","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_569","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_746","5","14","2","5","-","-","-","-","-","-","-","-","-","3","11","5"
"cell_920","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_605","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","0"
"cell_756","4","14","2","5","-","-","-","-","-","-","-","-","-","3","11","5"
"cell_624","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_623","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_131","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","30"
"cell_547","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_550","6","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_1012","2","14","2","3","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_735","2","14","2","3","-","-","-","-","-","-","-","-","-","3","11","5"
"cell_598","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","14"
"cell_744","5","14","2","5","-","-","-","-","-","-","-","-","-","3","11","5"
"cell_134","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","30"
"cell_211","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_144","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","30"
"cell_82","-","-","-","-","-","-","-","-","-","5","-","-","-","-","2","2"
"cell_185","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","0"
"cell_178","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","2"
"cell_704","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_97","-","-","-","-","-","-","-","-","-","38","-","-","-","-","2","2"
"cell_880","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_148","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","30"
"cell_193","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_247","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_543","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_902","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_154","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","30"
"cell_428","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_888","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_591","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_492","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_266","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_1021","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_292","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_239","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_717","3","14","2","3","-","-","-","-","-","-","-","-","-","3","11","5"
"cell_898","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_160","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","30"
"cell_478","-","-","-","-","-","-","-","-","-","5","-","-","-","-","5","2"
"cell_136","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","30"
"cell_423","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_152","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","30"
"cell_314","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_657","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_1020","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_437","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_339","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_206","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_172","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","3"
"cell_943","2","14","2","12","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_733","2","14","2","3","-","-","-","-","-","-","-","-","-","3","11","5"
"cell_912","2","14","2","0","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_620","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_590","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_225","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_954","2","14","2","12","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_505","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_60","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","2"
"cell_513","0","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_794","2","14","2","3","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_558","0","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_73","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","2"
"cell_229","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_914","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_821","2","14","2","3","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_491","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_715","0","14","2","3","-","-","-","-","-","-","-","-","-","3","11","5"
"cell_932","2","14","2","12","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_578","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_1000","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_267","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_165","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","0"
"cell_894","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_850","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_928","2","14","2","5","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_685","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_274","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_465","-","-","-","-","-","-","-","-","-","5","-","-","-","-","3","2"
"cell_518","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_434","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_499","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_57","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","2"
"cell_751","5","14","2","5","-","-","-","-","-","-","-","-","-","3","11","5"
"cell_989","2","14","2","5","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_127","-","-","-","-","-","-","-","-","-","38","-","-","-","-","2","12"
"cell_199","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_159","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","30"
"cell_625","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_586","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_917","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_504","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_980","2","14","2","5","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_909","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_553","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_918","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_864","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_985","2","14","2","5","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_830","2","14","2","3","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_770","2","14","2","3","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_612","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_268","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_19","-","-","-","-","-","-","-","-","-","0","-","-","-","-","2","2"
"cell_967","2","14","2","5","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_973","2","14","2","5","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_290","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_69","-","-","-","-","-","-","-","-","-","2","-","-","-","-","2","2"
"cell_372","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_897","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_805","2","14","2","3","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_866","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_815","2","14","2","3","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_574","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_993","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_924","2","14","2","5","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_298","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_714","2","14","2","3","-","-","-","-","-","-","-","-","-","3","11","5"
"cell_218","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_519","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_454","-","-","-","-","-","-","-","-","-","5","-","-","-","-","2","4"
"cell_563","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_337","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_77","-","-","-","-","-","-","-","-","-","2","-","-","-","-","2","2"
"cell_1019","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_181","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","2"
"cell_520","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_642","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_783","2","14","2","3","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_608","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","0"
"cell_508","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_228","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_1013","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_762","2","14","2","5","-","-","-","-","-","-","-","-","-","3","11","5"
"cell_800","2","14","2","3","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_910","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_552","6","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_1018","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_636","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_246","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_294","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_1006","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_194","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_837","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_438","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_200","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_549","6","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_603","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_484","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_433","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_233","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_511","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_130","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","30"
"cell_350","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_609","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_855","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_379","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_871","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_431","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_936","2","14","2","12","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_373","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_905","2","14","2","5","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_690","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_146","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","30"
"cell_842","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_769","2","14","2","3","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_660","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_640","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_93","-","-","-","-","-","-","-","-","-","5","-","-","-","-","2","2"
"cell_831","2","14","2","3","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_158","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","30"
"cell_171","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","3"
"cell_342","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_411","-","-","-","-","-","-","-","-","-","5","-","-","-","-","2","0"
"cell_560","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_593","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_942","2","14","2","12","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_846","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_21","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","2"
"cell_749","5","14","2","5","-","-","-","-","-","-","-","-","-","3","11","5"
"cell_100","-","-","-","-","-","-","-","-","-","38","-","-","-","-","2","2"
"cell_607","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_747","5","14","2","5","-","-","-","-","-","-","-","-","-","3","11","5"
"cell_565","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_352","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_801","2","14","2","3","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_168","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","3"
"cell_974","2","14","2","5","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_643","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_210","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_38","-","-","-","-","-","-","-","-","-","2","-","-","-","-","2","2"
"cell_818","2","14","2","3","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_303","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_822","2","14","2","3","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_36","-","-","-","-","-","-","-","-","-","2","-","-","-","-","2","2"
"cell_667","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_677","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_959","2","14","2","12","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_498","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_526","8","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_934","2","14","2","12","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_725","2","14","2","3","-","-","-","-","-","-","-","-","-","3","11","5"
"cell_802","2","14","2","3","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_922","2","14","2","5","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_289","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_347","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_430","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_925","2","14","2","5","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_227","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_650","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_76","-","-","-","-","-","-","-","-","-","51","-","-","-","-","2","2"
"cell_581","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","4"
"cell_915","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_28","-","-","-","-","-","-","-","-","-","2","-","-","-","-","2","2"
"cell_722","2","14","2","3","-","-","-","-","-","-","-","-","-","3","11","5"
"cell_221","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_556","0","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_812","2","14","2","3","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_280","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_240","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_157","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","30"
"cell_398","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_562","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_197","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_410","-","-","-","-","-","-","-","-","-","5","-","-","-","-","-","-"
"cell_678","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_313","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_378","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_387","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0"
"cell_670","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_223","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_196","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_322","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_80","-","-","-","-","-","-","-","-","-","2","-","-","-","-","2","2"
"cell_963","2","14","2","5","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_249","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_517","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_576","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_335","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_15","-","-","-","-","-","-","-","-","-","0","-","-","-","-","2","2"
"cell_237","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_796","2","14","2","3","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_930","2","14","2","12","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_395","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_921","2","14","2","5","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_179","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","2"
"cell_328","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_957","2","14","2","12","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_545","4","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_721","2","14","2","3","-","-","-","-","-","-","-","-","-","3","11","5"
"cell_137","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","30"
"cell_133","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","30"
"cell_312","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_295","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_793","2","14","2","3","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_1005","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_702","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_480","-","-","-","-","-","-","-","-","-","5","-","-","-","-","0","2"
"cell_270","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_408","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_653","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_551","6","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_494","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_101","-","-","-","-","-","-","-","-","-","38","-","-","-","-","2","2"
"cell_529","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_442","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_583","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","4"
"cell_405","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_582","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","4"
"cell_632","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_58","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","2"
"cell_34","-","-","-","-","-","-","-","-","-","5","-","-","-","-","2","2"
"cell_213","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_683","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_885","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_83","-","-","-","-","-","-","-","-","-","5","-","-","-","-","2","2"
"cell_388","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3"
"cell_63","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","2"
"cell_55","-","-","-","-","-","-","-","-","-","2","-","-","-","-","2","2"
"cell_359","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_748","5","14","2","5","-","-","-","-","-","-","-","-","-","3","11","5"
"cell_386","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_355","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_327","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_376","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_881","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_255","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_474","-","-","-","-","-","-","-","-","-","5","-","-","-","-","0","2"
"cell_321","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_452","-","-","-","-","-","-","-","-","-","5","-","-","-","-","2","4"
"cell_461","-","-","-","-","-","-","-","-","-","5","-","-","-","-","3","4"
"cell_828","2","14","2","3","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_999","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_926","2","14","2","5","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_947","2","14","2","12","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_696","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_893","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_703","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_791","2","14","2","3","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_475","-","-","-","-","-","-","-","-","-","5","-","-","-","-","0","2"
"cell_212","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_318","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_524","8","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_8","-","-","-","-","-","-","-","-","-","5","-","-","-","-","2","2"
"cell_105","-","-","-","-","-","-","-","-","-","38","-","-","-","-","2","2"
"cell_315","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_952","2","14","2","12","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_138","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","30"
"cell_214","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_654","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_141","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","30"
"cell_457","-","-","-","-","-","-","-","-","-","5","-","-","-","-","3","4"
"cell_371","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_436","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_698","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_668","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
