"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"cell_900","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_867","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_891","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_24","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","2"
"cell_297","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_548","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_319","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_358","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_56","-","-","-","-","-","-","-","-","-","2","-","-","-","-","2","2"
"cell_66","-","-","-","-","-","-","-","-","-","2","-","-","-","-","2","2"
"cell_72","-","-","-","-","-","-","-","-","-","2","-","-","-","-","2","2"
"cell_521","8","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_969","2","14","2","5","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_47","-","-","-","-","-","-","-","-","-","2","-","-","-","-","2","2"
"cell_500","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_273","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_305","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_673","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_525","8","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_637","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_712","2","14","2","3","-","-","-","-","-","-","-","-","-","3","11","5"
"cell_49","-","-","-","-","-","-","-","-","-","5","-","-","-","-","2","2"
"cell_913","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_5","-","-","-","-","-","-","-","-","-","5","-","-","-","-","2","2"
"cell_566","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_251","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_51","-","-","-","-","-","-","-","-","-","5","-","-","-","-","2","2"
"cell_528","8","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_611","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_356","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"cell_140","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","30"
"cell_945","2","14","2","12","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_43","-","-","-","-","-","-","-","-","-","2","-","-","-","-","2","2"
"cell_216","-","-","-","-","-","-","-","-","-","3","-","-","-","-","2","5"
"cell_546","4","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_74","-","-","-","-","-","-","-","-","-","11","-","-","-","-","2","2"
"cell_923","2","14","2","5","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_601","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","8"
"cell_1016","2","14","2","2","-","-","-","-","-","-","-","-","-","-","-","2"
"cell_124","-","-","-","-","-","-","-","-","-","38","-","-","-","-","2","12"
"cell_634","2","14","2","-","-","-","-","-","-","-","-","-","-","-","-","2"
